"","ZIP","MedianIncome","PopulationPerHousingUnit","PopulationPerSqKm"
"406","29483",60606,2.54115239099423,233.570183811399
"407","29487",56786,2.23805970149254,22.8753432326851
"408","29506",35136,2.43886156008433,62.7985398649108
"409","29511",52565,2.16688396349413,31.2899291922859
"410","29516",37237,2.55036855036855,4.24761748375624
"411","29519",25761,1.45222929936306,20.4858175009996
"412","29526",46218,2.52650792785921,96.7387331396865
"413","30339",79883,1.68308489954634,1055.60602839666
"414","30401",36210,2.36692776327241,20.5196545113108
"415","30452",46588,1.82204515272244,9.44519990250409
"416","30455",37969,1.7032967032967,4.03435600440199
"417","30457",38919,1.93014102984585,12.6539563500739
"418","30467",37189,2.06997084548105,8.87715387488308
"419","30504",49067,2.90300355258908,482.66301593193
"420","30510",41087,3.15602094240838,77.5898152289365
"421","30354",37967,2.11396158308624,586.153172228895
"422","30421",48598,1.83030303030303,12.5205074885828
"423","30434",29253,2.29484448231785,10.4337193646687
"424","30436",34213,2.1909766262004,16.2165994352419
"425","30441",36838,1.94622425629291,3.55114269141119
"426","30448",90250,2.81481481481481,10.0641858244723
"427","30456",34178,1.86692381870781,9.20607076456746
"428","30461",55910,2.33669486011711,33.5039600481783
"429","30471",30558,2.31662870159453,13.2492431377951
"430","30512",46497,1.61014359914452,35.5293527030653
"431","30522",36875,0.921891058581706,7.62887994317044
"432","30552",44097,0.965757089352595,12.3113358812388
"433","30530",51824,2.50296559905101,30.9468441569966
"434","30535",48663,2.21887130486712,97.3434649974743
"435","30548",84122,2.66714387974231,184.42414134791
"436","30017",93813,3.21390022377254,774.317981960421
"437","30025",69710,2.52454570111202,52.3628434138872
"438","30038",48203,2.47258931394246,512.641714195884
"439","30052",67394,2.91557264730584,288.574254639747
"440","30055",69595,2.65116279069767,24.3295609435579
"441","30071",49175,3.14988758431177,811.186814338808
"442","30019",96742,3.38849910579172,408.208451116631
"443","30005",127764,2.86236958696584,1038.80494523142
"444","30008",47702,2.69549093973873,1302.72829933549
"445","30022",105988,2.69789052697616,1029.83209155005
"446","30024",108845,3.15031774482646,689.682703259423
"447","30041",107284,2.79636012104909,379.358018101839
"448","30066",90034,2.61365454288806,779.262102215658
"449","30082",75548,2.29209133285929,1058.1276417162
"450","30083",40489,2.58375049838302,1287.38307681687
"451","30094",67870,2.76635514018692,329.000436808851
"452","30113",45175,2.31350034794711,24.7013439828266
"453","30125",41210,2.36837394331179,50.0103352045097
"454","30145",65030,2.4824469933959,34.3833106319265
"455","30148",42402,2.87959866220736,30.7688271536109
"456","30152",89729,2.72064828192726,784.898679527587
"457","30204",37441,2.49277595838952,39.6416698809404
"458","30215",92806,2.85163158306597,191.60466296427
"459","30217",47540,2.20125180548869,13.3103816744785
"460","30218",53667,2.38709677419355,9.197355140195
"461","30223",39341,2.332177312567,129.517967588717
"462","30233",44748,2.51406013411205,56.1071055802531
"463","30248",68030,2.82105617221662,136.477793204506
"464","30253",65675,2.64810904204262,434.600570091572
"465","30256",52500,2.40389972144847,28.7715636450961
"466","30268",51902,2.65969920978843,60.5864957023813
"467","30273",58690,2.63060638679584,860.098603909202
"468","30274",41676,2.5206446552093,1285.34025556979
"469","30288",54365,2.53293084522503,452.810986679705
"470","30296",54273,2.8751504211793,1041.86877492512
"471","30303",22663,4.2796178343949,2501.7885609965
"472","30501",45910,2.66783720511435,466.323491231855
"473","30513",47549,1.44438982425956,30.071756610697
"474","30519",82113,3.14060491237567,519.097387811264
"475","30545",43533,0.679649464459591,6.78592738789202
"476","30549",64465,2.6576980568012,86.9594652083132
"477","30571",57060,1.16919525065963,24.1680897887516
"478","30602",NA,Inf,1480.03619360644
"479","30828",31107,1.88734290843806,11.8453413375391
"480","30016",54575,2.88997815546912,225.654672593155
